person_id,role_type,contest,first_name,last_name,full_name,nickname,abbreviation,coalition,state,area,membership_type,start_date,end_date,is_substitute,is_titular,date_birth,gender,dead_or_alive,last_degree_of_studies,profession_1,profession_2,profession_3,profession_4,profession_5,profession_6,Website,URL_FB_page,URL_FB_profile,URL_IG,URL_TW,URL_others,URL_photo,source_of_truth
3706,regionalLegislator,Diputación del Distrito Local 10 SAN LUIS POTOSÍ,José Ramón ,Torres García,José Ramón Torres García,,PAN,,San Luis Potosí,10,officeholder,2021-09-14,2024-09-13,No,VERDADERO,,M,Vivo,Bachelor´s Degree,"veterinario,agricultor,servidor público, regidor,presidente municipal",Veterinary,Agricultural and livestock production and exploitation,Administration in the field of agronomy,Public administration,,,https://www.facebook.com/RamonTorresGarciaOficial,https://www.facebook.com/joseramon.torresgarcia.98,https://www.instagram.com/ramon_torres_oficial,https://www.twitter.com/RamonTorresGar,dip.jtorres@congresosanluis.gob.mx,http://congresosanluis.gob.mx/sites/default/files/Jose_R_Torres_G.jpg,http://congresosanluis.gob.mx/conocenos/integrantes/pri/dip-jos%C3%A9-ram%C3%B3n-torres-garc%C3%ADa
3707,regionalLegislator,Diputación del Distrito Local 11 SAN LUIS POTOSÍ,Edmundo Azael ,Torrescano Medina,Edmundo Azael Torrescano Medina,,PRI,,San Luis Potosí,11,officeholder,2021-09-14,2024-09-13,No,VERDADERO,1985-01-14,M,Vivo,Master Degree,"abogado,secretario privado,coordinador de asesores en el congreso",Law,Secretariat and administrative assistance,Public administration,,,https://www.torrescanoslp.mx,https://www.facebook.com/TorrescanoSLP,,https://www.instagram.com/torrescanoslp,https://www.twitter.com/TorrescanoSLP,"dip.etorrescano@congresosanluis.gob.mx,torrescano.slp@gmail.com",http://congresosanluis.gob.mx/sites/default/files/Edmundo_A_Torrescano_M.jpg,http://congresosanluis.gob.mx/conocenos/integrantes/pri/dip-edmundo-azael-torrescano-medina
3708,regionalLegislator,Diputación del Distrito Local 12 SAN LUIS POTOSÍ,René ,Oyarvide Ibarra,René Oyarvide Ibarra,,PT,,San Luis Potosí,12,officeholder,2021-09-14,2024-09-13,No,VERDADERO,,M,Vivo,Bachelor´s Degree,"abogado,director jurídico en oficialia mayor,secretario",Law,Secretariat and administrative assistance,,,,,https://www.facebook.com/reneoyarvideMx,https://www.facebook.com/rene.oyarvide.75,https://www.instagram.com/rene_oyarvide_ibarra,https://www.twitter.com/rene_oyarvide,dip.royarvide@congresosanluis.gob.mx,http://congresosanluis.gob.mx/sites/default/files/Rene_Oyarvide_I.jpg,http://congresosanluis.gob.mx/conocenos/integrantes/pri/dip-ren%C3%A9-oyarvide-ibarra
3709,regionalLegislator,Diputación del Distrito Local 13 SAN LUIS POTOSÍ,Liliana Guadalupe ,Flores Almazán,Liliana Guadalupe Flores Almazán,,PAN,,San Luis Potosí,13,officeholder,2021-09-14,2024-09-13,No,VERDADERO,,F,Vivo,Bachelor´s Degree,"administradora,profesora de bachillerato",Business administration and management,Teacher training in upper secondary education,,,,,https://www.facebook.com/LilianaFloresAlmazan,https://www.facebook.com/Floressalmazann,https://www.instagram.com/flores_almazan,https://www.twitter.com/LilianaFlores_A,dip.lflores@congresosanluis.gob.mx,http://congresosanluis.gob.mx/sites/default/files/Liliana_G_Flores_A-.jpg,http://congresosanluis.gob.mx/conocenos/integrantes/pri/dip-liliana-guadalupe-flores-almaz%C3%A1n
3710,regionalLegislator,Diputación del Distrito Local 14 SAN LUIS POTOSÍ,Yolanda Josefina ,Cepeda Echavarría,Yolanda Josefina Cepeda Echavarría,,PRI,,San Luis Potosí,14,officeholder,2021-09-14,2024-09-13,No,VERDADERO,,F,Vivo,Bachelor´s Degree,"abogada,servidora pública,presidenta municipal",Law,Public administration,,,,,https://www.facebook.com/Yolandadignidadparatodos,https://www.facebook.com/yolandajosefina.cepedaechavarria,,https://www.twitter.com/Yolanda22938569,"dip.ycepeda@congresosanluis.gob.mx,aquismon2015@hotmail.com",http://congresosanluis.gob.mx/sites/default/files/Yolanda_J_Cepeda_E.jpg,http://congresosanluis.gob.mx/conocenos/integrantes/pri/dip-yolanda-josefina-cepeda-echavarr%C3%ADa
3711,regionalLegislator,Diputación del Distrito Local 15 SAN LUIS POTOSÍ,Bernarda ,Reyes Hernández,Bernarda Reyes Hernández,,PAN,,San Luis Potosí,15,officeholder,2021-09-14,2024-09-13,No,VERDADERO,1979-04-16,F,Vivo,Master Degree,"abogada,agente de ministerio público,subprocuradora de pueblos indígenas",Law,Public administration,,,,,https://www.facebook.com/BernardaReyesH,https://www.facebook.com/bernarda.reyes.35,https://www.instagram.com/bernarda_reyes_,https://www.twitter.com/BernardaReyesH,dip.breyes@congresosanluis.gob.mx,http://congresosanluis.gob.mx/sites/default/files/PAN_Bernarda_Reyes_H.jpg,http://congresosanluis.gob.mx/conocenos/integrantes/pri/dip-bernarda-reyes-hern%C3%A1ndez
3712,regionalLegislator,Diputación del Distrito Local 1 TABASCO,Dolores del Carmen,Zubieta Ruiz,Dolores del Carmen Zubieta Ruiz,Loly Zubieta,Morena,,Tabasco,1,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,F,Vivo,Bachelor´s Degree,"comunicóloga,asistente de producción televisiva,catedrática, profesora de secundaria,profesora de educación media,empresaria,servidora pública",Communication and journalism,Audio-visual techniques and media production,"Teacher training in basic education, secondary level",Teacher training in higher education,Public administration,,https://www.facebook.com/LolyZubieta,https://www.facebook.com/profile.php?id=100009856692872,"https://www.instagram.com/lolyzubieta,https://www.instagram.com/loly.zubieta",https://www.twitter.com/ZubietaLoly,,https://congresotabasco.gob.mx/wp/wp-content/uploads/2021/10/Dolores-Del-Carmen-Zubieta-Ruiz-980x653.jpg,https://congresotabasco.gob.mx/resume/dolores-del-carmen-zubieta-ruiz
3713,regionalLegislator,Diputación del Distrito Local 2 TABASCO,Dariana,Lemarroy De La Fuente,Dariana Lemarroy De La Fuente,,Morena,,Tabasco,2,officeholder,2021-09-05,2024-09-04,No,VERDADERO,1994-09-15,F,Vivo,Master Degree,ingeniera civil,Construction and civil engineering,Administration in the field of engineering and construction,,,,,https://www.facebook.com/DarianaLemarroyDLF,https://www.facebook.com/dary.liverma,https://www.instagram.com/dariana.lemarroy,,https://www.linkedin.com/in/dariana-lemarroy-ab0628104,https://congresotabasco.gob.mx/wp/wp-content/uploads/2021/09/Dariana-Lemarroy-De-La-Fuente-300x200.jpg,
3714,regionalLegislator,Diputación del Distrito Local 3 TABASCO,Euclides,Alejandro Alejandro,Euclides Alejandro Alejandro,,Morena,,Tabasco,3,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,M,Vivo,,"servidor público,productor agrícola,gestor social de programas",Public administration,Agricultural and livestock production and exploitation,Social work and care,,,,https://www.facebook.com/Euclides-Alejandro-Alejandro-582970235719013,"https://www.facebook.com/euclides.alejandroalejandro,https://www.facebook.com/euclides.alejandro.5","https://www.instagram.com/euclidesalejandroalejandro,https://www.instagram.com/euclides.alejandro",https://www.twitter.com/EAAXCARDENAS,,https://congresotabasco.gob.mx/wp/wp-content/uploads/2021/09/Euclides-Alejandro-Alejandro-980x653.jpeg,https://congresotabasco.gob.mx/resume/euclides-alejandro-alejandro
3715,regionalLegislator,Diputación del Distrito Local 4 TABASCO,Rita Del Carmen,Galvez Bonora,Rita Del Carmen Galvez Bonora,,Morena,,Tabasco,4,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,F,Vivo,Bachelor´s Degree,"abogada,servidora pública,regidora",Law,Public administration,,,,,https://www.facebook.com/RITAGALVEZMORENA,https://www.facebook.com/rita.galvezbonora,https://www.instagram.com/rita_galvez,https://www.twitter.com/RitaGlvez1,,https://congresotabasco.gob.mx/wp/wp-content/uploads/2021/09/Rita-Del-Carmen-Galvez-Bonora-300x200.jpg,
3716,regionalLegislator,Diputación del Distrito Local 5 TABASCO,Isabel Jazmín,Orueta Hernández,Isabel Jazmín Orueta Hernández,,Morena,,Tabasco,5,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,F,Vivo,Bachelor´s Degree,"abogada,regidora,servidora pública,lider para la educación comunitaria",Law,Public administration,"Teacher training, multidisciplinary or general programs",,,,https://www.facebook.com/Isabel-Yazmin-Orueta-Hernandez-106105734950191,https://www.facebook.com/isabelyazmin.oruetahernandez,"https://www.instagram.com/isabel_orueta08,https://www.instagram.com/isa_orueta",https://www.twitter.com/IsabelOrueta,,https://congresotabasco.gob.mx/wp/wp-content/uploads/2021/09/Isabel-Yazmin-Orueta-Hernandez-980x652.jpg,https://congresotabasco.gob.mx/resume/isabel-yazm%C3%ADn-orueta-hern%C3%A1ndez
3717,regionalLegislator,Diputación del Distrito Local 6 TABASCO,Jorge Orlando,Bracamonte Hernández,Jorge Orlando Bracamonte Hernández,,Morena,,Tabasco,6,officeholder,2021-09-05,2024-09-04,No,VERDADERO,1983-03-18,M,Vivo,Bachelor´s Degree,"médico cirujano,servidor público",Medicine,Public administration,,,,,https://www.facebook.com/jorgebracamontehernandez,https://www.facebook.com/jorge.bracamonte.33,https://www.instagram.com/jorgebracamonteh,https://www.twitter.com/JORGEBRACA,,https://congresotabasco.gob.mx/wp/wp-content/uploads/2021/09/Jorge-Orlando-Bracamonte-Hernandez-980x653.jpg,https://congresotabasco.gob.mx/resume/jorge-orlando-bracamonte-hern%C3%A1ndez
3718,regionalLegislator,Diputación del Distrito Local 7 TABASCO,José De Jesús,Hernández Díaz,José De Jesús Hernández Díaz,,Morena,,Tabasco,7,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,M,Vivo,Master Degree,"administrador público,ingeniero químico,servidor público,docente en academia militarizada,luchador social",Public administration,Chemical engineering,Teacher training in other educational services,Social work and care,,,https://www.facebook.com/JDiazMorena,,https://www.instagram.com/jesusdiaz_diputado,https://www.twitter.com/jdiazMorena,,https://congresotabasco.gob.mx/wp/wp-content/uploads/2021/09/Jose-De-Jesus-Hernandez-Diaz-980x652.jpg,https://congresotabasco.gob.mx/resume/jos%C3%A9-de-jes%C3%BAs-hern%C3%A1ndez-d%C3%ADaz
3719,regionalLegislator,Diputación del Distrito Local 8 TABASCO,Ana Isabel,Núñez De Dios,Ana Isabel Núñez De Dios,,Morena,,Tabasco,8,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,F,Vivo,Master Degree,"abogada,servidora pública",Law,Public administration,,,,,https://www.facebook.com/anaisabelnunezdedios,https://www.facebook.com/anaisabel.nunez.399,https://www.instagram.com/anaisabel_nd,https://www.twitter.com/anaisabel_nd,,https://congresotabasco.gob.mx/wp/wp-content/uploads/2021/09/Ana-Isabel-Nunez-De-Dios-980x652.jpg,https://congresotabasco.gob.mx/resume/ana-isabel-n%C3%BA%C3%B1ez-de-dios
3720,regionalLegislator,Diputación del Distrito Local 9 TABASCO,Karla Alejandra,Garrido Perera,Karla Alejandra Garrido Perera,,Morena,,Tabasco,9,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,F,Vivo,Bachelor´s Degree,"técnico superior en música,cantante operística,pedagoga musical,profesora de canto,directora coral",Music and performing arts,"Teacher training in physical, artistic or technological education",Didactics and pedagogy,,,,"https://www.facebook.com/KarlaGarridoOficial,https://www.facebook.com/karlaGarridoPereraOficial",https://www.facebook.com/profile.php?id=100023671879763,https://www.instagram.com/kgarridooficial,https://www.twitter.com/KGarridoOficial,"karla.ale.garrido@gmail.com,karla.g13spain@gmail.com",https://congresotabasco.gob.mx/wp/wp-content/uploads/2021/09/Karla-Alejandra-Garrido-Perera-980x652.jpg,https://congresotabasco.gob.mx/resume/karla-alejandra-garrido-perera
3721,regionalLegislator,Diputación del Distrito Local 10 TABASCO,Jaime Humberto,Lastra Bastar,Jaime Humberto Lastra Bastar,,Morena,,Tabasco,10,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,M,Vivo,Bachelor´s Degree,"abogado,servidor público,ganadero,empresario",Law,Public administration,Agricultural and livestock production and exploitation,Business administration and management,,,https://www.facebook.com/JaimeHLastra,,https://www.instagram.com/jaimelastra_,https://www.twitter.com/JaimeLastra_,https://www.youtube.com/channel/UC9p5AOIllXs51v55vESe5Aw,https://congresotabasco.gob.mx/wp/wp-content/uploads/2021/09/Jaime-Humberto-980x652.jpg,https://congresotabasco.gob.mx/resume/jaime-humberto-lastra-bastar
3722,regionalLegislator,Diputación del Distrito Local 11 TABASCO,Luis Roberto,Salinas Falcón,Luis Roberto Salinas Falcón,,Morena,,Tabasco,11,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,M,Vivo,Bachelor´s Degree,"economista,servidor público",Economy,Public administration,,,,,https://www.facebook.com/Luis-Salinas-Falc%C3%B2n-107241294830462,https://www.facebook.com/luis.r.falcon.39,https://www.instagram.com/luis_salinasf,https://www.twitter.com/luissalinasf,,https://congresotabasco.gob.mx/wp/wp-content/uploads/2021/09/Luis-Roberto-Salinas-Falcon-300x200.jpg,
3723,regionalLegislator,Diputación del Distrito Local 12 TABASCO,María De Lourdes,Morales López,María De Lourdes Morales López,Lulú Morales,Morena,,Tabasco,12,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,F,Vivo,Bachelor´s Degree,"contadora pública,cultora de belleza,servidora pública,maestra de primaria,administración en educación,regidora",Accounting and auditing,Beauty services,Public administration,"Teacher training in basic education, primary level",Administration in the field of education,,https://www.facebook.com/lulumoralesl,https://www.facebook.com/lulu.morales.378537,,,,https://congresotabasco.gob.mx/wp/wp-content/uploads/2021/09/Maria-De-Lourdes-Morales-Lopez-980x652.jpg,https://congresotabasco.gob.mx/resume/mar%C3%ADa-de-lourdes-morales-l%C3%B3pez
3724,regionalLegislator,Diputación del Distrito Local 13 TABASCO,Marlene,Martínez Ruiz,Marlene Martínez Ruiz,,Morena,,Tabasco,13,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,F,Vivo,Associate Degree,"comercio,servidora pública,regidora,empleada de mostrador,síndico,capturista,auxiliar contable",Business administration and management,Public administration,Accounting and auditing,,,,https://www.facebook.com/MarleneMtzRuiz,https://www.facebook.com/profile.php?id=100058009326016,https://www.instagram.com/marlenemtzruiz,https://www.twitter.com/MarleneMtzRuiz,,https://congresotabasco.gob.mx/wp/wp-content/uploads/2021/09/Marlene-Martinez-Ruiz-300x200.jpg,
3725,regionalLegislator,Diputación del Distrito Local 14 TABASCO,Jesús Antonio,Ochoa Hernández,Jesús Antonio Ochoa Hernández,Toño Ochoa,Morena,,Tabasco,14,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,M,Vivo,Bachelor´s Degree,"comunicólogo,facilitador en sembrando vida,empresario",Communication and journalism,Business administration and management,"Agronomy, forestry and fisheries, multidisciplinary or general programs",,,,https://www.facebook.com/AntonioOchoaOficial,https://www.facebook.com/jesusantonio.ochoa.92,https://www.instagram.com/soyantonioochoa,https://www.twitter.com/SoyOchoaAntonio,,https://congresotabasco.gob.mx/wp/wp-content/uploads/2021/09/Jesus-Antonio-Ochoa-Hernandez-300x200.jpg,
3726,regionalLegislator,Diputación del Distrito Local 15 TABASCO,Rafael Elías,Sánchez Cabrales,Rafael Elías Sánchez Cabrales,,Morena,,Tabasco,15,officeholder,2021-09-05,2024-09-04,No,VERDADERO,1963-09-18,M,Vivo,Bachelor´s Degree,"ingeniero industrial químico,técnico laboratorista,diputado local,servidor público,presidente municipal",Chemical engineering,Medical diagnosis and treatment technology,Political Sciences,Public administration,,,"https://www.facebook.com/DefendamosJuntosLaEsperanza,https://www.facebook.com/Rafael-El%C3%ADas-S%C3%A1nchez-Cabrales-634227000044116",https://www.facebook.com/rafaelelias.sanchezcabrales,https://www.instagram.com/rafaeleliassanchezcabrales,,"rafael_sanchez@congresotabasco.gob.mx,rafa2015@hotmail.com",https://congresotabasco.gob.mx/wp/wp-content/uploads/2018/10/15.-Rafael-El%C3%ADas-S%C3%A1nchez-Cabrales-Distrito-15_resize.jpg,https://congresotabasco.gob.mx/resume/rafael-el%C3%ADas-s%C3%A1nchez-cabrales
3727,regionalLegislator,Diputación del Distrito Local 16 TABASCO,Diana Laura,Rodríguez Morales,Diana Laura Rodríguez Morales,,Morena,,Tabasco,16,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,F,Vivo,Bachelor´s Degree,médico cirujano,Medicine,,,,,,https://www.facebook.com/dianarodriguezdiputadaxvi,https://www.facebook.com/profile.php?id=647124409,,,,https://congresotabasco.gob.mx/wp/wp-content/uploads/2021/09/Diana-Laura-Rodriguez-Morales-300x200.jpg,
3728,regionalLegislator,Diputación del Distrito Local 17 TABASCO,Jesús,Selvan García,Jesús Selvan García,Chucho Selván,Morena,,Tabasco,17,officeholder,2021-09-05,2024-09-04,No,VERDADERO,1974-04-19,M,Vivo,Master Degree,"administrador público,administrador de empresas,técnico en computación,presidente municipal,diputado local,regidor",Public administration,Business administration and management,Computer's science,Political Sciences,,,"https://www.facebook.com/chuchoselvan,https://www.facebook.com/Difusi%C3%B3n-Legislativa-Distrito-XVII-JSG-102395982218642",https://www.facebook.com/profile.php?id=100017265974293,"https://www.instagram.com/chuchoselvan,https://www.instagram.com/selvanjesus",https://www.twitter.com/Chucho_Selvan,https://www.youtube.com/channel/UCiwI7NxXhvn2fchnhx-iLsg,https://congresotabasco.gob.mx/wp/wp-content/uploads/2021/09/Jesus-Selvan-Garcia-980x652.jpg,https://congresotabasco.gob.mx/resume/jes%C3%BAs-selv%C3%A1n-garc%C3%ADa
3729,regionalLegislator,Diputación del Distrito Local 18 TABASCO,Rosana,Arcia Félix,Rosana Arcia Félix,Rochy Arcia,Morena,,Tabasco,18,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,F,Vivo,Bachelor´s Degree,"informática administrativa,secretaria,profesora de bachillerato,programadora analista",Computer's science,Secretariat and administrative assistance,Teacher training in upper secondary education,,,,https://www.facebook.com/RochyArciaOficial,https://www.facebook.com/rosana.arcia,https://www.instagram.com/rosana_arcia,,,https://congresotabasco.gob.mx/wp/wp-content/uploads/2021/09/Rosana-Arcia-Felix-980x652.jpg,https://congresotabasco.gob.mx/resume/rosana-arcia-f%C3%A9lix
3730,regionalLegislator,Diputación del Distrito Local 19 TABASCO,David,Gómez Cerino,David Gómez Cerino,,Morena,,Tabasco,19,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,M,Vivo,Bachelor´s Degree,"abogado,servidor público,profesor de educación primaria y secundaria,diputado local",Law,Public administration,"Teacher training in basic education, primary level","Teacher training in basic education, secondary level",Political Sciences,,https://www.facebook.com/Diputadolocal,https://www.facebook.com/david.gomezcerino.3,,,davidgc-8@outlook.com,https://congresotabasco.gob.mx/wp/wp-content/uploads/2021/09/David-Gomez-Cerino-300x200.jpg,
3731,regionalLegislator,Diputación del Distrito Local 20 TABASCO,Laura Patricia,Avalos Magaña,Laura Patricia Avalos Magaña,,Morena,,Tabasco,20,officeholder,2021-09-05,2024-09-04,No,VERDADERO,1974-05-21,F,Vivo,Bachelor´s Degree,"abogada,diputada federal",Law,Political Sciences,,,,,https://www.facebook.com/LauraPatriciaAvalosMagana,https://www.facebook.com/lauaraavalosmagana,https://www.instagram.com/laurapatriciaavalosmagana,https://www.twitter.com/avalosm_laurap,laura.avalos@diputados.gob.mx,https://congresotabasco.gob.mx/wp/wp-content/uploads/2021/09/Laura-Patricia-Avalos-Magana-300x200.jpg,"http://sil.gobernacion.gob.mx/Librerias/pp_PerfilLegislador.php?Referencia=9223287,http://sitl.diputados.gob.mx/LXIV_leg/curricula.php?dipt=258"
3732,regionalLegislator,Diputación del Distrito Local 21 TABASCO,Emilio Antonio,Contreras Martínez de Escobar,Emilio Antonio Contreras Martínez de Escobar,,Morena,,Tabasco,21,officeholder,2021-09-05,2024-09-04,No,VERDADERO,1961-05-01,M,Vivo,Bachelor´s Degree,"abogado,director jurídico en congreso estatal,servidor público,secretario particular,diputado local",Law,Public administration,Secretariat and administrative assistance,Political Sciences,,,https://www.facebook.com/EmilioCM21,,,https://www.twitter.com/EmilioCMDE,,https://congresotabasco.gob.mx/wp/wp-content/uploads/2021/09/Emilio-A.-Contreras-Martinez-De-Escobar-980x653.jpg,https://congresotabasco.gob.mx/resume/emilio-antonio-contreras-mart%C3%ADnez-de-escobar
3733,regionalLegislator,Diputación del Distrito Local 1 TLAXCALA,Ever Alejandro,Campech Avelar,Ever Alejandro Campech Avelar,,PRD,,Tlaxcala,1,officeholder,2021-08-30,2024-08-29,No,VERDADERO,,M,Vivo,Bachelor´s Degree,"abogado,presidente municipal",Law,Public administration,,,,,https://www.facebook.com/DistritoLocalI,,,,campech.avelar@congresodetlaxcala.gob.mx,https://congresodetlaxcala.gob.mx/wp-content/uploads/2021/09/1.png,https://congresodetlaxcala.gob.mx/diputados/ever-alejandro
3734,regionalLegislator,Diputación del Distrito Local 2 TLAXCALA,Diana,Torrejón Rodríguez,Diana Torrejón Rodríguez,,PRI,,Tlaxcala,2,officeholder,2021-08-30,2024-08-29,No,VERDADERO,,F,Vivo,Bachelor´s Degree,"abogada,regidora",Law,Public administration,,,,,https://www.facebook.com/profile.php?id=100038067293676,,https://www.instagram.com/diana_torrejon_rodriguez,,torrejon.rodriguez@congresodetlaxcala.gob.mx,https://congresodetlaxcala.gob.mx/wp-content/uploads/2021/09/2.png,https://congresodetlaxcala.gob.mx/diputados/diana
3735,regionalLegislator,Diputación del Distrito Local 3 TLAXCALA,Jaciel,González Herrera,Jaciel González Herrera,,PVEM,,Tlaxcala,3,officeholder,2021-08-30,2024-08-29,No,VERDADERO,,M,Vivo,High School,"presidente municipal,comerciante,agricultor",Public administration,Business administration and management,Agricultural and livestock production and exploitation,,,,,https://www.facebook.com/jaciel.gonzalezherrera.5,,,gonzalez.herrera@congresodetlaxcala.gob.mx,https://congresodetlaxcala.gob.mx/wp-content/uploads/2021/09/3.png,https://congresodetlaxcala.gob.mx/diputados/jaciel
3736,regionalLegislator,Diputación del Distrito Local 4 TLAXCALA,Monica,Sánchez Angulo,Monica Sánchez Angulo,,PESol,,Tlaxcala,4,officeholder,2021-08-30,2024-08-29,No,VERDADERO,,F,Vivo,,,,,,,,,https://www.facebook.com/MonicaSanchezof,,https://www.instagram.com/moni_sanchez_of,,"sanchez.angulo@congresodetlaxcala.gob.mx,contacto.monica.sachez@gmail.com",https://congresodetlaxcala.gob.mx/wp-content/uploads/2021/09/4.png,https://congresodetlaxcala.gob.mx/diputados/monica
3737,regionalLegislator,Diputación del Distrito Local 5 TLAXCALA,Vicente,Morales Pérez,Vicente Morales Pérez,,Morena,,Tlaxcala,5,officeholder,2021-08-30,2024-08-29,No,VERDADERO,,M,Vivo,Bachelor´s Degree,"abogado,diputado local,presidente municipal,secretario de ayuntamiento",Political Sciences,Public administration,Law,,,,https://www.facebook.com/VicenteMoralesPOficial,https://www.facebook.com/profile.php?id=100019133863084,https://www.instagram.com/moralesperezvicente,,morales.perez@congresodetlaxcala.gob.mx,https://congresodetlaxcala.gob.mx/wp-content/uploads/2021/09/5.png,https://congresodetlaxcala.gob.mx/diputados/vicente
3738,regionalLegislator,Diputación del Distrito Local 6 TLAXCALA,Lenin,Calva Pérez,Lenin Calva Pérez,,PANAL,,Tlaxcala,6,officeholder,2021-08-30,2024-08-29,No,VERDADERO,,M,Vivo,Master Degree,"educador físico,maestro en políticas públicas,administrador en educación,servidor público",Sports,Public administration,Administration in the field of education,,,,https://www.facebook.com/profile.php?id=100066847081055,https://www.facebook.com/lenin.calvaperez,https://www.instagram.com/lenincalvaperez,https://www.twitter.com/LeninCalva,"calva.perez@congresodetlaxcala.gob.mx,lenin.calva.perez@gmail.com",https://congresodetlaxcala.gob.mx/wp-content/uploads/2021/09/6.png,https://congresodetlaxcala.gob.mx/diputados/lenin
3739,regionalLegislator,Diputación del Distrito Local 7 TLAXCALA,Gabriela Esperanza,Brito Jiménez,Gabriela Esperanza Brito Jiménez,,PT,,Tlaxcala,7,officeholder,2021-08-30,2024-08-29,No,VERDADERO,,F,Vivo,Bachelor´s Degree,"abogada,regidora",Law,Public administration,,,,,https://www.facebook.com/gabiesbritojimenez,https://www.facebook.com/gabies.brito,https://www.instagram.com/gabiesbrito,,"brito.jimenez@congresodetlaxcala.gob.mx,gabiesbrito@gmail.com",https://congresodetlaxcala.gob.mx/wp-content/uploads/2021/10/7.png,https://congresodetlaxcala.gob.mx/diputados/gabriela-esperanza
3740,regionalLegislator,Diputación del Distrito Local 8 TLAXCALA,Lupita,Cuamatzi Aguayo,Lupita Cuamatzi Aguayo,,Morena,,Tlaxcala,8,officeholder,2021-08-30,2024-08-29,No,VERDADERO,,F,Vivo,,,,,,,,,https://www.facebook.com/LupitaCuamatziA,https://www.facebook.com/lupits.cuamatzi.aguayo,,,cuamatzi.aguayo@congresodetlaxcala.gob.mx,https://congresodetlaxcala.gob.mx/wp-content/uploads/2021/09/8.png,https://congresodetlaxcala.gob.mx/diputados/lupita
3741,regionalLegislator,Diputación del Distrito Local 9 TLAXCALA,Maribel,León Cruz,Maribel León Cruz,,PVEM,,Tlaxcala,9,officeholder,2021-08-30,2024-08-29,No,VERDADERO,,F,Vivo,Bachelor´s Degree,"licenciada en computación,directora de ecología,auxiliar administrativo,regidora,diputada local",Computer's science,Environmental sciences,Secretariat and administrative assistance,Public administration,Political Sciences,,https://www.facebook.com/LeonCruzMaribel,https://www.facebook.com/maribelita.leon.58,,https://www.twitter.com/maribel_leonc,leon.cruz@congresodetlaxcala.gob.mx,https://congresodetlaxcala.gob.mx/wp-content/uploads/2021/09/9.png,https://congresodetlaxcala.gob.mx/diputados/maribel
3742,regionalLegislator,Diputación del Distrito Local 10 TLAXCALA,Miguel Ángel,Caballero Yonca,Miguel Ángel Caballero Yonca,,Morena,,Tlaxcala,10,officeholder,2021-08-30,2024-08-29,No,VERDADERO,,M,Vivo,Master Degree,"administrador,técnico en mantenimiento industrial,ingeniero industrial,presidente municipal",Business administration and management,"Industrial, mechanical and metallurgical engineering",Public administration,,,,https://www.facebook.com/MacYoncaIxt,https://www.facebook.com/mac.yonca,https://www.instagram.com/miguelangelcaballeroyonca,https://www.twitter.com/MacYonca,"caballero.yonca@congresodetlaxcala.gob.mx,macyoncadiputado@gmail.com,https://www.linkedin.com/in/miguel-%C3%A1ngel-caballero-yonca-27330876",https://congresodetlaxcala.gob.mx/wp-content/uploads/2021/09/10.png,https://congresodetlaxcala.gob.mx/diputados/miguel-angel-2
3743,regionalLegislator,Diputación del Distrito Local 11 TLAXCALA,Leticia,Martínez Cerón,Leticia Martínez Cerón,Lety Martínez Cerón,PT,,Tlaxcala,11,officeholder,2021-08-30,2024-08-29,No,VERDADERO,,F,Vivo,Bachelor´s Degree,"educadora especial,servidora pública",Special education,Public administration,,,,,https://www.facebook.com/LeticiaMartinez.PT,https://www.facebook.com/lety.mtz.5437,,,martinez.ceron@congresodetlaxcala.gob.mx,https://congresodetlaxcala.gob.mx/wp-content/uploads/2021/09/11.png,https://congresodetlaxcala.gob.mx/diputados/leticia
3744,regionalLegislator,Diputación del Distrito Local 12 TLAXCALA,Brenda Cecilia,Villantes Rodríguez,Brenda Cecilia Villantes Rodríguez,,Morena,,Tlaxcala,12,officeholder,2021-08-30,2024-08-29,No,VERDADERO,,F,Vivo,Bachelor´s Degree,"urgencias médicas,paramédico de seguridad pública,criminóloga",Medicine,Public security,Criminology,,,,"https://www.facebook.com/Brenda-Cecilia-107083011219831,https://www.facebook.com/DiputadaBrendaCeciliaVillantes",https://www.facebook.com/brenci.villantes,,,villantes.rodriguez@congresodetlaxcala.gob.mx,https://congresodetlaxcala.gob.mx/wp-content/uploads/2021/09/12.png,https://congresodetlaxcala.gob.mx/diputados/brenda-cecilia
