"contest_id","area_id","title","start_date","end_date","election_identifier"
,0,"Diputación del Distrito Local 10 OAXACA",2021-11-13,2024-11-14,"mx-oax-ASUNCION CACALOTEPEC, MIXISTLAN DE LA REFORMA, SAN JUAN COMALTEPEC, SAN JUAN COTZOCON, SAN JUAN JUQUILA MIXES, SAN JUAN LALANA, SAN JUAN MAZATLAN, SAN LUCAS CAMOTLAN, SAN MIGUEL QUETZALTEPEC, SAN PEDRO OCOTEPEC, SAN PEDRO Y SAN PABLO AYUTLA, SANTA MARIA ALOTEPEC, SANTA MARIA TEPANTLALI, SANTA MARIA TLAHUITOLTEPEC, SANTIAGO ATITLAN, SANTIAGO CHOAPAM, SANTIAGO IXCUINTEPEC, SANTIAGO YAVEO, SANTIAGO ZACATEPEC, SANTO DOMINGO TEPUXTEPEC, TAMAZULAPAM DEL ESPIRITU SANTO, TOTONTEPEC VILLA DE MORELOS-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 11 OAXACA",2021-11-13,2024-11-14,"mx-oax-EL BARRIO DE LA SOLEDAD, CHAHUITES, MATIAS ROMERO AVENDAÑO, REFORMA DE PINEDA, SAN JUAN GUICHICOVI, SAN JUAN MAZATLAN, SAN MIGUEL CHIMALAPA, SAN PEDRO TAPANATEPEC, SANTA MARIA CHIMALAPA, SANTA MARIA PETAPA, SANTIAGO NILTEPEC, SANTO DOMINGO INGENIO, SANTO DOMINGO ZANATEPEC-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 12 OAXACA",2021-11-13,2024-11-14,"mx-oax-GUADALUPE ETLA, NAZARENO ETLA, OAXACA DE JUAREZ, SAN AGUSTIN ETLA, SAN AGUSTIN YATARENI, SAN ANDRES HUAYAPAM, SAN ANDRES IXTLAHUACA, SAN FELIPE TEJALAPAM, SAN LORENZO CACAOTEPEC, SAN PABLO ETLA, SAN PEDRO IXTLAHUACA, SAN SEBASTIAN TUTLA, SANTA CRUZ AMILPAS, SANTA LUCIA DEL CAMINO, SOLEDAD ETLA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 13 OAXACA",2021-11-13,2024-11-14,"mx-oax-OAXACA DE JUAREZ, SAN JACINTO AMILPAS, SANTA MARIA ATZOMPA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 14 OAXACA",2021-11-13,2024-11-14,"mx-oax-OAXACA DE JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 15 OAXACA",2021-11-13,2024-11-14,"mx-oax-CUILAPAM DE GUERRERO, SAN ANTONIO DE LA CAL, SAN RAYMUNDO JALPAN, SANTA CRUZ XOXOCOTLAN, VILLA DE ZAACHILA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 16 OAXACA",2021-11-13,2024-11-14,"mx-oax-ANIMAS TRUJANO, ASUNCION OCOTLAN, AYOQUEZCO DE ALDAMA, CIENEGA DE ZIMATLAN, MAGDALENA MIXTEPEC, OCOTLAN DE MORELOS, SAN AGUSTIN DE LAS JUNTAS, SAN ANDRES ZABACHE, SAN ANTONINO CASTILLO VELASCO, SAN ANTONINO EL ALTO, SAN ANTONIO HUITEPEC, SAN BARTOLO COYOTEPEC, SAN BERNARDO MIXTEPEC, SAN DIONISIO OCOTLAN, SAN JUAN CHILATECA, SAN MARTIN LACHILA, SAN MARTIN TILCAJETE, SAN MIGUEL MIXTEPEC, SAN PABLO CUATRO VENADOS, SAN PABLO HUIXTEPEC, SAN PEDRO APOSTOL, SAN PEDRO MARTIR, SAN VICENTE LACHIXIO, SANTA ANA TLAPACOYAN, SANTA ANA ZEGACHE, SANTA CATARINA QUIANE, SANTA CRUZ MIXTEPEC, SANTA GERTRUDIS, SANTA INES DEL MONTE, SANTA INES YATZECHE, SANTA LUCIA OCOTLAN, SANTA MARIA COYOTEPEC, SANTA MARIA LACHIXIO, SANTA MARIA SOLA, SANTIAGO APOSTOL, SANTIAGO TLAZOYALTEPEC, SANTO TOMAS JALIEZA, TRINIDAD ZAACHILA, ZIMATLAN DE ALVAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 17 OAXACA",2021-11-13,2024-11-14,"mx-oax-MAGDALENA TEITIPAC, NEJAPA DE MADERO, ROJAS DE CUAUHTEMOC, SAN BALTAZAR CHICHICAPAM, SAN BARTOLO YAUTEPEC, SAN BARTOLOME QUIALANA, SAN CARLOS YAUTEPEC, SAN DIONISIO OCOTEPEC, SAN FRANCISCO LOGUECHE, SAN JERONIMO TAVICHE, SAN JERONIMO TLACOCHAHUAYA, SAN JOSE LACHIGUIRI, SAN JUAN DEL RIO, SAN JUAN GUELAVIA, SAN JUAN LACHIGALLA, SAN JUAN LAJARCIA, SAN JUAN TEITIPAC, SAN LORENZO ALBARRADAS, SAN LUCAS QUIAVINI, SAN LUIS AMATLAN, SAN MIGUEL TILQUIAPAM, SAN PABLO VILLA DE MITLA, SAN PEDRO MARTIR QUIECHAPA, SAN PEDRO QUIATONI, SAN PEDRO TAVICHE, SAN PEDRO TOTOLAPAM, SAN SEBASTIAN ABASOLO, SAN SEBASTIAN TEITIPAC, SANTA ANA DEL VALLE, SANTA ANA TAVELA, SANTA CATARINA MINAS, SANTA CRUZ PAPALUTLA, SANTA MARIA DEL TULE, SANTA MARIA GUELACE, SANTA MARIA QUIEGOLANI, SANTA MARIA ZOQUITLAN, SANTIAGO MATATLAN, SANTO DOMINGO ALBARRADAS, TLACOLULA DE MATAMOROS, VILLA DIAZ ORDAZ, YAXE-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 18 OAXACA",2021-11-13,2024-11-14,"mx-oax-ASUNCION TLACOLULITA, GUEVEA DE HUMBOLDT, MAGDALENA TEQUISISTLAN, MAGDALENA TLACOTEPEC, SAN MIGUEL TENANGO, SAN PEDRO HUAMELULA, SANTA MARIA ECATEPEC, SANTA MARIA GUIENAGATI, SANTA MARIA JALAPA DEL MARQUES, SANTA MARIA MIXTEQUILLA, SANTA MARIA TOTOLAPILLA, SANTIAGO ASTATA, SANTIAGO LACHIGUIRI, SANTIAGO LAOLLAGA, SANTO DOMINGO CHIHUITAN, SANTO DOMINGO PETAPA, SANTO DOMINGO TEHUANTEPEC-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 19 OAXACA",2021-11-13,2024-11-14,"mx-oax-ASUNCION IXTALTEPEC, CIUDAD IXTEPEC, SALINA CRUZ, SAN BLAS ATEMPA, SAN PEDRO COMITANCILLO, SAN PEDRO HUILOTEPEC, SANTA MARIA XADANI-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 20 OAXACA",2021-11-13,2024-11-14,"mx-oax-EL ESPINAL, HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA, SAN DIONISIO DEL MAR, SAN FRANCISCO DEL MAR, SAN FRANCISCO IXHUATAN, SAN MATEO DEL MAR, UNION HIDALGO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 21 OAXACA",2021-11-13,2024-11-14,"mx-oax-COATECAS ALTAS, LA COMPAÑIA, HEROICA CIUDAD DE EJUTLA DE CRESPO, MAGDALENA OCOTLAN, LA PE, SAN AGUSTIN AMATENGO, SAN FRANCISCO CAHUACUA, SAN FRANCISCO SOLA, SAN GABRIEL MIXTEPEC, SAN ILDEFONSO SOLA, SAN JACINTO TLACOTEPEC, SAN JERONIMO COATLAN, SAN JOSE DEL PROGRESO, SAN LORENZO TEXMELUCAN, SAN MARTIN DE LOS CANSECOS, SAN MIGUEL EJUTLA, SAN NICOLAS, SAN PEDRO JUCHATENGO, SAN SEBASTIAN COATLAN, SAN SIMON ALMOLONGAS, SAN VICENTE COATLAN, SANTA CRUZ ZENZONTEPEC, SANTA MARIA ZANIZA, SANTIAGO AMOLTEPEC, SANTIAGO MINAS, SANTIAGO TEXTITLAN, SANTO DOMINGO TEOJOMULCO, VILLA SOLA DE VEGA, TANICHE, YOGANA, SAN MATEO YUCUTINDOO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 22 OAXACA",2021-11-13,2024-11-14,"mx-oax-MARTIRES DE TACUBAYA, PINOTEPA DE DON LUIS, SAN AGUSTIN CHAYUCO, SAN ANDRES HUAXPALTEPEC, SAN ANTONIO TEPETLAPA, SAN JOSE ESTANCIA GRANDE, SAN JUAN BAUTISTA LO DE SOTO, SAN JUAN COLORADO, SAN LORENZO, SAN MIGUEL TLACAMAMA, SAN PEDRO ATOYAC, SAN PEDRO JICAYAN, SAN SEBASTIAN IXCAPA, SANTA CATARINA MECHOACAN, SANTA MARIA CORTIJO, SANTA MARIA HUAZOLOTITLAN, SANTIAGO IXTAYUTLA, SANTIAGO JAMILTEPEC, SANTIAGO LLANO GRANDE, SANTIAGO PINOTEPA NACIONAL, SANTIAGO TAPEXTLA, SANTO DOMINGO ARMENTA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 23 OAXACA",2021-11-13,2024-11-14,"mx-oax-SAN JUAN LACHAO, SAN JUAN QUIAHIJE, SAN MIGUEL PANIXTLAHUACA, SAN PEDRO MIXTEPEC, VILLA DE TUTUTEPEC, SANTA CATARINA JUQUILA, SANTA MARIA TEMAXCALTEPEC, SANTIAGO TETEPEC, SANTIAGO YAITEPEC, SANTOS REYES NOPALA, TATALTEPEC DE VALDES-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 24 OAXACA",2021-11-13,2024-11-14,"mx-oax-CANDELARIA LOXICHA, MIAHUATLAN DE PORFIRIO DIAZ, MONJAS, SAN AGUSTIN LOXICHA, SAN ANDRES PAXTLAN, SAN BALTAZAR LOXICHA, SAN CRISTOBAL AMATLAN, SAN FRANCISCO OZOLOTEPEC, SAN ILDEFONSO AMATLAN, SAN JOSE DEL PEÑASCO, SAN JUAN MIXTEPEC, SAN JUAN OZOLOTEPEC, SAN MARCIAL OZOLOTEPEC, SAN MATEO RIO HONDO, SAN MIGUEL COATLAN, SAN MIGUEL DEL PUERTO, SAN MIGUEL SUCHIXTEPEC, SAN PABLO COATLAN, SAN PEDRO MIXTEPEC, SAN SEBASTIAN RIO HONDO, SANTA ANA, SANTA CATALINA QUIERI, SANTA CATARINA CUIXTLA, SANTA CATARINA LOXICHA, SANTA CATARINA QUIOQUITANI, SANTA CRUZ XITLA, SANTA LUCIA MIAHUATLAN, SANTA MARIA OZOLOTEPEC, SANTIAGO XANICA, SANTO DOMINGO OZOLOTEPEC, SANTO TOMAS TAMAZULAPAN, SITIO DE XITLAPEHUA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 25 OAXACA",2021-11-13,2024-11-14,"mx-oax-PLUMA HIDALGO, SAN BARTOLOME LOXICHA, SAN MATEO PIÑAS, SAN PEDRO EL ALTO, SAN PEDRO POCHUTLA, SANTA MARIA COLOTEPEC, SANTA MARIA HUATULCO, SANTA MARIA TONAMECA, SANTO DOMINGO DE MORELOS-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 1 PUEBLA",2021-09-15,2024-09-14,"mx-pue-HONEY, FRANCISCO Z. MENA, JALPAN, NAUPAN, PAHUATLAN, PANTEPEC, TLACUILOTEPEC, TLAXCO, VENUSTIANO CARRANZA, XICOTEPEC-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 2 PUEBLA",2021-09-15,2024-09-14,"mx-pue-AHUACATLAN, AMIXTLAN, CAMOCUAUTLA, COATEPEC, CHICONCUAUTLA, HERMENEGILDO GALEANA, HUAUCHINANGO, JOPALA, JUAN GALINDO, SAN FELIPE TEPATLAN, TEPANGO DE RODRIGUEZ, TLAOLA, TLAPACOYA, ZIHUATEUTLA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 3 PUEBLA",2021-09-15,2024-09-14,"mx-pue-AHUAZOTEPEC, AQUIXTLA, CHIGNAHUAPAN, IXTACAMAXTITLAN, LIBRES, OCOTEPEC, ZACATLAN-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 4 PUEBLA",2021-09-15,2024-09-14,"mx-pue-CAXHUACAN, CUAUTEMPAN, HUEHUETLA, HUEYTLALPAN, HUITZILAN DE SERDAN, ATLEQUIZAYAN, IXTEPEC, NAUZONTLA, OLINTLA, TEPETZINTLA, TETELA DE OCAMPO, XOCHIAPULCO, XOCHITLAN DE VICENTE SUAREZ, ZACAPOAXTLA, ZAPOTITLAN DE MENDEZ, ZARAGOZA, ZAUTLA, ZONGOZOTLA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 5 PUEBLA",2021-09-15,2024-09-14,"mx-pue-ACATENO, ATEMPAN, AYOTOXCO DE GUERRERO, CUETZALAN DEL PROGRESO, HUEYAPAN, HUEYTAMALCO, JONOTLA, TENAMPULCO, TETELES DE AVILA CASTILLO, TLATLAUQUITEPEC, TUZAMAPAN DE GALEANA, YAONAHUAC, ZOQUIAPAN-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 6 PUEBLA",2021-09-15,2024-09-14,"mx-pue-CUYOACO, CHIGNAUTLA, GUADALUPE VICTORIA, LAFRAGUA, TEPEYAHUALCO, TEZIUTLAN, XIUTETELCO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 7 PUEBLA",2021-09-15,2024-09-14,"mx-pue-SAN MARTIN TEXMELUCAN, SAN MATIAS TLALANCALECA, SAN SALVADOR EL VERDE, TLAHUAPAN-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 8 PUEBLA",2021-09-15,2024-09-14,"mx-pue-CALPAN, CORONANGO, CHIAUTZINGO, DOMINGO ARENAS, HUEJOTZINGO, JUAN C. BONILLA, NEALTICAN, SAN FELIPE TEOTLALCINGO, SAN MIGUEL XOXTLA, SAN NICOLAS DE LOS RANCHOS, TLALTENANGO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 9 PUEBLA",2021-09-15,2024-09-14,"mx-pue-CUAUTLANCINGO, PUEBLA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 10 PUEBLA",2021-09-15,2024-09-14,"mx-pue-PUEBLA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 11 PUEBLA",2021-09-15,2024-09-14,"mx-pue-PUEBLA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 12 PUEBLA",2021-09-15,2024-09-14,"mx-pue-ACAJETE, AMOZOC, ATOYATEMPAN, CUAUTINCHAN, MIXTLA, PUEBLA, SANTO TOMAS HUEYOTLIPAN, TECALI DE HERRERA, TEPATLAXCO DE HIDALGO, TLANEPANTLA, TZICATLACOYAN-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 13 PUEBLA",2021-09-15,2024-09-14,"mx-pue-ACATZINGO, CUAPIAXTLA DE MADERO, MAZAPILTEPEC DE JUAREZ, NOPALUCAN, RAFAEL LARA GRAJALES, LOS REYES DE JUAREZ, SAN JOSE CHIAPA, SOLTEPEC, TEPEACA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 14 PUEBLA",2021-09-15,2024-09-14,"mx-pue-ALJOJUCA, ATZITZINTLA, CHALCHICOMULA DE SESMA, CHICHIQUILA, CHILCHOTLA, ESPERANZA, ORIENTAL, QUIMIXTLAN, SAN JUAN ATENCO, SAN NICOLAS BUENOS AIRES, SAN SALVADOR EL SECO, TLACHICHUCA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 15 PUEBLA",2021-09-15,2024-09-14,"mx-pue-GENERAL FELIPE ANGELES, PALMAR DE BRAVO, QUECHOLAC, SAN SALVADOR HUIXCOLOTLA, TECAMACHALCO, YEHUALTEPEC-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 16 PUEBLA",2021-09-15,2024-09-14,"mx-pue-PUEBLA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 17 PUEBLA",2021-09-15,2024-09-14,"mx-pue-PUEBLA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 18 PUEBLA",2021-09-15,2024-09-14,"mx-pue-SAN ANDRES CHOLULA, SAN PEDRO CHOLULA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 19 PUEBLA",2021-09-15,2024-09-14,"mx-pue-PUEBLA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 20 PUEBLA",2021-09-15,2024-09-14,"mx-pue-PUEBLA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 21 PUEBLA",2021-09-15,2024-09-14,"mx-pue-ATLIXCO, ATZITZIHUACAN, OCOYUCAN, SAN DIEGO LA MESA TOCHIMILTZINGO, SAN GREGORIO ATZOMPA, SAN JERONIMO TECUANIPAN, SANTA ISABEL CHOLULA, TIANGUISMANALCO, TOCHIMILCO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 22 PUEBLA",2021-09-15,2024-09-14,"mx-pue-ACTEOPAN, ALBINO ZERTUCHE, ATZALA, COHETZALA, COHUECAN, CHIAUTLA, CHIETLA, CHILA DE LA SAL, HUAQUECHULA, HUEHUETLAN EL CHICO, IXCAMILPA DE GUERRERO, IZUCAR DE MATAMOROS, JOLALPAN, TEOTLALCO, TEPEMAXALCO, TEPEOJUMA, TEPEXCO, TILAPA, TLAPANALA, XICOTLAN-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 23 PUEBLA",2021-09-15,2024-09-14,"mx-pue-ACATLAN, AHUATLAN, AHUEHUETITLA, AXUTLA, COATZINGO, CUAYUCA DE ANDRADE, CHIGMECATITLAN, CHILA, CHINANTLA, EPATLAN, GUADALUPE, HUATLATLAUCA, HUEHUETLAN EL GRANDE, HUITZILTEPEC, LA MAGDALENA TLATLAUQUITEPEC, MOLCAXAC, PETLALCINGO, PIAXTLA, SAN JERONIMO XAYACATLAN, SAN JUAN ATZOMPA, SAN MARTIN TOTOLTEPEC, SAN MIGUEL IXITLAN, SAN PABLO ANICANO, SAN PEDRO YELOIXTLAHUACA, SANTA CATARINA TLALTEMPAN, SANTA INES AHUATEMPAN, TECOMATLAN, TEHUITZINGO, TEOPANTLAN, TEPEXI DE RODRIGUEZ, TEPEYAHUALCO DE CUAUHTEMOC, TOCHTEPEC, TOTOLTEPEC DE GUERRERO, TULCINGO, XAYACATLAN DE BRAVO, XOCHILTEPEC, XOCHITLAN TODOS SANTOS, ZACAPALA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 24 PUEBLA",2021-09-15,2024-09-14,"mx-pue-ATEXCAL, CALTEPEC, COYOTEPEC, IXCAQUIXTLA, JUAN N. MENDEZ, TEHUACAN, TEPANCO DE LOPEZ, TLACOTEPEC DE BENITO JUAREZ, ZAPOTITLAN-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 25 PUEBLA",2021-09-15,2024-09-14,"mx-pue-CAÑADA MORELOS, CHAPULCO, NICOLAS BRAVO, SANTIAGO MIAHUATLAN, TEHUACAN-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 26 PUEBLA",2021-09-15,2024-09-14,"mx-pue-AJALPAN, ALTEPEXI, COXCATLAN, COYOMEAPAN, ELOXOCHITLAN, SAN ANTONIO CAÑADA, SAN GABRIEL CHILAC, SAN JOSE MIAHUATLAN, SAN SEBASTIAN TLACOTEPEC, VICENTE GUERRERO, ZINACATEPEC, ZOQUITLAN-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 1 QUERÉTARO",2021-09-26,2024-09-25,"mx-que-QUERETARO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 2 QUERÉTARO",2021-09-26,2024-09-25,"mx-que-QUERETARO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 3 QUERÉTARO",2021-09-26,2024-09-25,"mx-que-QUERETARO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 4 QUERÉTARO",2021-09-26,2024-09-25,"mx-que-QUERETARO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 5 QUERÉTARO",2021-09-26,2024-09-25,"mx-que-QUERETARO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 6 QUERÉTARO",2021-09-26,2024-09-25,"mx-que-CORREGIDORA, QUERETARO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 7 QUERÉTARO",2021-09-26,2024-09-25,"mx-que-CORREGIDORA, HUIMILPAN-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 8 QUERÉTARO",2021-09-26,2024-09-25,"mx-que-AMEALCO DE BONFIL, SAN JUAN DEL RIO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 9 QUERÉTARO",2021-09-26,2024-09-25,"mx-que-SAN JUAN DEL RIO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 10 QUERÉTARO",2021-09-26,2024-09-25,"mx-que-PEDRO ESCOBEDO, SAN JUAN DEL RIO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 11 QUERÉTARO",2021-09-26,2024-09-25,"mx-que-COLON, TEQUISQUIAPAN-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 12 QUERÉTARO",2021-09-26,2024-09-25,"mx-que-EL MARQUES-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 13 QUERÉTARO",2021-09-26,2024-09-25,"mx-que-QUERETARO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 14 QUERÉTARO",2021-09-26,2024-09-25,"mx-que-CADEREYTA DE MONTES, EZEQUIEL MONTES, TOLIMAN-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 15 QUERÉTARO",2021-09-26,2024-09-25,"mx-que-ARROYO SECO, JALPAN DE SERRA, LANDA DE MATAMOROS, PEÑAMILLER, PINAL DE AMOLES, SAN JOAQUIN-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 1 QUINTANA ROO",2022-04-03,2022-06-01,"mx-roo-BENITO JUAREZ, ISLA MUJERES, LAZARO CARDENAS, SOLIDARIDAD, PUERTO MORELOS-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 2 QUINTANA ROO",2022-04-03,2022-06-01,"mx-roo-BENITO JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 3 QUINTANA ROO",2022-04-03,2022-06-01,"mx-roo-BENITO JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 4 QUINTANA ROO",2022-04-03,2022-06-01,"mx-roo-BENITO JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 5 QUINTANA ROO",2022-04-03,2022-06-01,"mx-roo-BENITO JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 6 QUINTANA ROO",2022-04-03,2022-06-01,"mx-roo-BENITO JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 7 QUINTANA ROO",2022-04-03,2022-06-01,"mx-roo-BENITO JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 8 QUINTANA ROO",2022-04-03,2022-06-01,"mx-roo-BENITO JUAREZ, PUERTO MORELOS-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 9 QUINTANA ROO",2022-04-03,2022-06-01,"mx-roo-SOLIDARIDAD, TULUM, PUERTO MORELOS-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 10 QUINTANA ROO",2022-04-03,2022-06-01,"mx-roo-SOLIDARIDAD-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 11 QUINTANA ROO",2022-04-03,2022-06-01,"mx-roo-COZUMEL-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 12 QUINTANA ROO",2022-04-03,2022-06-01,"mx-roo-FELIPE CARRILLO PUERTO, JOSE MARIA MORELOS-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 13 QUINTANA ROO",2022-04-03,2022-06-01,"mx-roo-JOSE MARIA MORELOS, OTHON P. BLANCO, BACALAR-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 14 QUINTANA ROO",2022-04-03,2022-06-01,"mx-roo-OTHON P. BLANCO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 15 QUINTANA ROO",2022-04-03,2022-06-01,"mx-roo-OTHON P. BLANCO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 1 SAN LUIS POTOSÍ",2021-10-01,2024-09-14,"mx-slp-CATORCE, CEDRAL, CHARCAS, MATEHUALA, VANEGAS, VENADO, VILLA DE GUADALUPE, VILLA DE LA PAZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 2 SAN LUIS POTOSÍ",2021-10-01,2024-09-14,"mx-slp-SAN LUIS POTOSI-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 3 SAN LUIS POTOSÍ",2021-10-01,2024-09-14,"mx-slp-ARMADILLO DE LOS INFANTE, CERRO DE SAN PEDRO, SANTA MARIA DEL RIO, TIERRA NUEVA, VILLA DE ARISTA, VILLA DE ARRIAGA, VILLA DE REYES, VILLA HIDALGO, ZARAGOZA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 4 SAN LUIS POTOSÍ",2021-10-01,2024-09-14,"mx-slp-AHUALULCO, MEXQUITIC DE CARMONA, MOCTEZUMA, SALINAS, SANTO DOMINGO, VILLA DE RAMOS-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 5 SAN LUIS POTOSÍ",2021-10-01,2024-09-14,"mx-slp-SAN LUIS POTOSI, SOLEDAD DE GRACIANO SANCHEZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 6 SAN LUIS POTOSÍ",2021-10-01,2024-09-14,"mx-slp-SAN LUIS POTOSI-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 7 SAN LUIS POTOSÍ",2021-10-01,2024-09-14,"mx-slp-SAN LUIS POTOSI-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 8 SAN LUIS POTOSÍ",2021-10-01,2024-09-14,"mx-slp-SAN LUIS POTOSI-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 9 SAN LUIS POTOSÍ",2021-10-01,2024-09-14,"mx-slp-SOLEDAD DE GRACIANO SANCHEZ-REGIONAL_LEGISLATIVE-runoff-2024"
